"ID","NAME","SEX","AGE","COUNTRY","YEAR","SPORT","MEDALS"
"129771","A. West","M","31.0","UK","2008","Rowing","1"
"3684","Aage Andersen","M","22.0","Denmark","1906","Football","1"
"11657","Aage Birch","M","42.0","Denmark","1968","Sailing","1"
"32922","Aage Eriksen","M","31.0","Norway","1948","Wrestling","1"
"36724","Aage Frandsen","M","29.0","Denmark","1920","Gymnastics","1"
"45777","Aage Hansen","M","21.0","Denmark","1912","Gymnastics","1"
"56099","Aage Jrgensen","M","20.0","Denmark","1920","Gymnastics","1"
"66768","Aage Larsen","M","24.0","Denmark","1948","Rowing","1"
"92600","Aage Pedersen","M","29.0","Denmark","1928","Sailing","1"
"128325","Aage Walther","M","23.0","Denmark","1920","Gymnastics","1"
"62062","Aagje Linden)","F","21.0","Netherlands","1968","Swimming","3"
"122961","Aale (-Pirinen","F","34.0","Finland","1948","Art Competitions","1"
"92837","Aarne Pelkonen","M","20.0","Finland","1912","Gymnastics","1"
"95679","Aarne Pohjonen","M","22.0","Finland","1908","Gymnastics","1"
"99800","Aarne Reini","M","29.0","Finland","1936","Wrestling","1"
"5150","Aaron Armstrong","M","30.0","Trinidad","2008","Athletics","1"
"15460","Aaron Brown","M","24.0","Canada","2016","Athletics","1"
"31551","Aaron Egbele","M","25.0","Nigeria","2004","Athletics","1"
"35876","Aaron Flood","M","25.0","USA","1936","Wrestling","1"
"39016","Aaron Gate","M","21.0","New Zealand","2012","Cycling","1"
"77625","Aaron McIntosh","M","28.0","New Zealand","2000","Sailing","1"
"79865","Aaron Miller","M","30.0","USA","2002","Ice Hockey","1"
"85699","Aaron Nguimbat","M","22.0","Cameroon","2000","Football","1"
"92771","Aaron Peirsol","M","25.0","USA","2008","Swimming","7"
"103595","Aaron Russell","M","23.0","USA","2016","Volleyball","1"
"66988","Aartje Lasterie","F","20.0","Netherlands","1964","Swimming","1"
"80701","Aas Mmmdov","M","24.0","Azerbaijan","2004","Boxing","1"
"94841","Aavo Pikkuus","M","21.0","Russia","1976","Cycling","1"
"5342","Abas Arslanagi","M","27.0","Serbia","1972","Handball","1"
"53277","Abbas Jadidi","M","27.0","Iran","1996","Wrestling","1"
"129476","Abbey Weitzeil","F","19.0","USA","2016","Swimming","2"
"5778","Abbos Atayev","M","26.0","Uzbekistan","2012","Boxing","1"
"11779","Abby Bishop","F","23.0","Australia","2012","Basketball","1"
"673","Abdel Achik","M","29.0","Morocco","1988","Boxing","1"
"31996","Abdel El-Gindy","M","24.0","Syria","1960","Boxing","1"
"98966","Abdel Rashid","M","24.0","Egypt","1952","Wrestling","1"
"132240","Abdelghani Yalouz","M","28.0","France","1996","Wrestling","1"
"45314","Abderrahmane Zaheer","M","23.0","Algeria","2000","Athletics","1"
"90922","Abdon Pamich","M","31.0","Italy","1964","Athletics","2"
"2610","Abdoul Alfaga","M","21.0","Niger","2016","Taekwondo","1"
"109018","Abdoulaye Papa","M","26.0","France","1960","Athletics","1"
"1949","Abdul Al-Hasan","M","25.0","Pakistan","1984","Hockey","1"
"45253","Abdul Hamid","M","22.0","Pakistan","1964","Hockey","1"
"45252","Abdul Hamid","M","33.0","Pakistan","1960","Hockey","2"
"59134","Abdul Khan","M","23.0","Pakistan","1960","Hockey","1"
"98968","Abdul Rashid","M","29.0","Pakistan","1976","Hockey","3"
"104166","Abdul-Rashid Sadulayev","M","20.0","Russia","2016","Wrestling","1"
"2112","Abdullah Al-Rashidi","M","52.0","Individual Olympic Athletes","2016","Shooting","1"
"109270","Abdullah Al-Sharbatly","M","29.0","Saudi Arabia","2012","Equestrianism","1"
"82687","Abdullah Ardabili","M","28.0","Iran","1968","Wrestling","1"
"109475","Abdullahi Shehu","M","23.0","Nigeria","2016","Football","1"
"118449","Abdullo Tangriyev","M","27.0","Uzbekistan","2008","Judo","1"
"11467","Abebe Bikila","M","32.0","Ethiopia","1964","Athletics","2"
"60779","Abel Kirui","M","30.0","Kenya","2012","Athletics","1"
"60954","Abel Kiviat","M","19.0","USA","1912","Athletics","2"
"67070","Abel Laudonio","M","21.0","Argentina","1960","Boxing","1"
"83742","Abel Mutai","M","23.0","Kenya","2012","Athletics","1"
"401","Abelardo Antua","M","22.0","Spain","1992","Football","1"
"88782","Abelardo Olivier","M","42.0","Italy","1920","Fencing","3"
"11601","Abhinav Bindra","M","25.0","India","2008","Shooting","1"
"55498","Abigail Johnston","F","22.0","USA","2012","Diving","1"
"87688","Abiodun Obafemi","M","22.0","Nigeria","1996","Football","1"
"19885","Abraham Charit","M","30.0","Netherlands","1948","Weightlifting","1"
"65145","Abraham Kurland","M","20.0","Denmark","1932","Wrestling","1"
"71131","Abraham Lomans","M","25.0","Netherlands","2000","Hockey","2"
"88590","Abraham Manzano","M","26.0","Spain","1996","Cycling","1"
"2355","Abramo Albini","M","20.0","Italy","1968","Rowing","1"
"118106","Abutaleb Gorgori","M","23.0","Iran","1968","Wrestling","1"
"103557","Ace Rusevski","M","19.0","Serbia","1976","Boxing","1"
"85395","Acer Nethercott","M","30.0","UK","2008","Rowing","1"
"94584","Achille Piccini","M","24.0","Italy","1936","Football","1"
"95892","Achille Pollet","M","33.0","France","1920","Gymnastics","1"
"121896","Achille Tribouillet","M","25.0","France","1928","Water Polo","1"
"48551","Achim Hill","M","29.0","Germany","1964","Rowing","2"
"102201","Ada Arroyo","F","24.0","Mexico","2012","Archery","1"
"112170","Ada Smith","F","24.0","UK","1928","Gymnastics","1"
"15974","Adalberts Bubenko","M","26.0","Latvia","1936","Athletics","1"
"22591","Adam Commens","M","24.0","Australia","2000","Hockey","1"
"26823","Adam Deadmarsh","M","26.0","USA","2002","Ice Hockey","1"
"32720","Adam Enright","M","26.0","Canada","2010","Curling","1"
"36193","Adam Foote","M","30.0","Canada","2002","Ice Hockey","1"
"43907","Adam Gunn","M","31.0","USA","1904","Athletics","1"
"125797","Adam Joseph","M","33.0","Australia","2004","Shooting","1"
"124716","Adam Koeverden","M","30.0","Canada","2012","Canoeing","4"
"62850","Adam Korol","M","33.0","Poland","2008","Rowing","1"
"63933","Adam Kreek","M","27.0","Canada","2008","Rowing","1"
"64235","Adam Krlikiewicz","M","29.0","Poland","1924","Equestrianism","1"
"64462","Adam Krzesiski","M","30.0","Poland","1996","Fencing","2"
"70458","Adam Lisewski","M","24.0","Poland","1968","Fencing","1"
"77162","Adam Maysz","M","32.0","Poland","2010","Ski Jumping","4"
"85183","Adam Nelson","M","29.0","USA","2004","Athletics","2"
"91266","Adam Pape","M","37.0","Poland","1932","Fencing","2"
"92529","Adam Peaty","M","21.0","UK","2016","Swimming","2"
"94947","Adam Pine","M","32.0","Australia","2008","Swimming","3"
"101229","Adam Robak","M","23.0","Poland","1980","Fencing","1"
"105416","Adam Sandurski","M","27.0","Poland","1980","Wrestling","1"
"106393","Adam Saytiyev","M","22.0","Russia","2000","Wrestling","1"
"108848","Adam Seroczyski","M","26.0","Poland","2000","Canoeing","1"
"112093","Adam Smelczyski","M","26.0","Poland","1956","Shooting","1"
"120900","Adam Tomasiak","M","27.0","Poland","1980","Rowing","1"
"129933","Adam Wheeler","M","27.0","USA","2008","Wrestling","1"
"130252","Adam Wiercioch","M","27.0","Poland","2008","Fencing","1"
"131681","Adam Wright","M","31.0","USA","2008","Water Polo","1"
"379","Addis Abebe","M","21.0","Ethiopia","1992","Athletics","1"
"2892","Ade Alleyne-Forte","M","23.0","Trinidad","2012","Athletics","1"
"66136","Adelaide Lambert","F","20.0","USA","1928","Swimming","1"
"101246","Adelheid Robbiani","F","33.0","Switzerland","1984","Equestrianism","1"
"107034","Adelheid Schmid","F","25.0","Germany","1964","Fencing","2"
"22287","Adelina Cojocariu-Bogus","F","27.0","Romania","2016","Rowing","1"
"113352","Adelina Sotnikova","F","17.0","Russia","2014","Figure Skating","1"
"16343","Adelmo Bulgarelli","M","24.0","Italy","1956","Wrestling","1"
"10329","Adem Bereket","M","27.0","Turkey","2000","Wrestling","1"
"918","Ademir Kaefer","M","28.0","Brazil","1988","Football","2"
"925","Adenzia Silva","F","25.0","Brazil","2012","Volleyball","1"
"71149","Adesio Rossi","M","27.0","Uruguay","1952","Basketball","1"
"17852","Adhemar Canavessi","M","24.0","Uruguay","1928","Football","1"
"24678","Adhemar Silva","M","29.0","Brazil","1956","Athletics","2"
"90816","Adiel Lpez","M","37.0","Cuba","2008","Baseball","2"
"5743","Adil Atan","M","23.0","Turkey","1952","Wrestling","1"
"86589","Adilbek Niyazymbetov","M","27.0","Kazakhstan","2016","Boxing","2"
"117221","Adla Skorov-Bruns","F","25.0","Czech Republic","2012","Shooting","1"
"125207","Adlan Abuyevich","M","26.0","Russia","1988","Wrestling","1"
"112039","Admir Smaji","M","20.0","Serbia","1984","Football","1"
"10509","Adolf Bergman","M","33.0","Sweden","1912","Tug-Of-War","1"
"48996","Adolf Hoch","M","38.0","Austria","1948","Art Competitions","1"
"56699","Adolf Kainz","M","33.0","Austria","1936","Canoeing","1"
"63530","Adolf Koxeder","M","29.0","Austria","1964","Bobsleigh","1"
"67069","Adolf Laudon","M","23.0","Austria","1936","Football","1"
"70138","Adolf Lindfors","M","41.0","Finland","1920","Wrestling","1"
"81186","Adolf Mller","M","22.0","Germany","1900","Rowing","1"
"83033","Adolf Mller","M","34.0","Switzerland","1948","Wrestling","1"
"86336","Adolf Nilsen","M","25.0","Norway","1920","Rowing","1"
"100715","Adolf Rieger","M","28.0","Germany","1928","Wrestling","1"
"108242","Adolf Seger","M","31.0","Germany","1976","Wrestling","2"
"113874","Adolf Spinnler","M","24.0","Switzerland","1904","Gymnastics","2"
"127870","Adolf Wagner","M","25.0","Germany","1936","Weightlifting","1"
"124483","Adolf Zijp","M","35.0","Netherlands","1928","Equestrianism","3"
"120598","Adolfna Tkakov-Taov","F","25.0","Czech Republic","1964","Gymnastics","2"
"78731","Adolfo Arniz","M","22.0","Switzerland","1924","Football","1"
"7370","Adolfo Baloncieri","M","30.0","Italy","1928","Football","1"
"22737","Adolfo Consolini","M","35.0","Italy","1952","Athletics","2"
"50037","Adolfo Martnez","M","22.0","Cuba","1980","Boxing","1"
"122622","Adolfo Tunesi","M","24.0","Italy","1912","Gymnastics","1"
"59585","Adolph Kiefer","M","18.0","USA","1936","Swimming","1"
"10673","Adolphe Bernard","M","35.0","France","1906","Rowing","2"
"14158","Adolphe Bousquet","M","24.0","France","1924","Rugby","2"
"41008","Adolphe Goemaere","M","24.0","Belgium","1920","Hockey","1"
"54047","Adolphe Jaurguy","M","26.0","France","1924","Rugby","1"
"98322","Adolphe Ragueneau","M","18.0","France","1900","Athletics","1"
"100239","Adolphe Reymond","M","27.0","Switzerland","1924","Football","1"
"58034","Adriaan Katte","M","27.0","Netherlands","1928","Hockey","1"
"830","Adrian Adams","M","25.0","UK","1984","Judo","2"
"5910","Adrian Aucoin","M","20.0","Canada","1994","Ice Hockey","1"
"16704","Adrian Burnside","M","27.0","Australia","2004","Baseball","1"
"23256","Adrian Cosma","M","30.0","Romania","1980","Handball","3"
"25309","Adrian Dantley","M","21.0","USA","1976","Basketball","1"
"32383","Adrian Ellison","M","25.0","UK","1984","Rowing","1"
"53894","Adrian Jardine","M","35.0","UK","1968","Sailing","1"
"79106","Adrian Metcalfe","M","22.0","UK","1964","Athletics","1"
"81341","Adrian Monger","M","23.0","Australia","1956","Rowing","1"
"81694","Adrian Moorhouse","M","24.0","UK","1988","Swimming","1"
"91642","Adrian Parker","M","25.0","UK","1976","Modern Pentathlon","1"
"110685","Adrian Simion","M","22.0","Romania","1984","Handball","1"
"112172","Adrian Smith","M","23.0","USA","1960","Basketball","1"
"134947","Adrian Zieliski","M","23.0","Poland","2012","Weightlifting","1"
"126853","Adriana ""Ria""","F","18.0","Netherlands","1980","Speed Skating","1"
"4859","Adriana Arajo","F","30.0","Brazil","2012","Boxing","1"
"9394","Adriana Behar","F","35.0","Brazil","2004","Beach Volleyball","2"
"20129","Adriana Chelariu-Bazon","F","29.0","Romania","1992","Rowing","4"
"30611","Adriana Dunavska","F","18.0","Bulgaria","1988","Rhythmic Gymnastics","1"
"18374","Adriana Gutirrez","F","30.0","Venezuela","2004","Taekwondo","1"
"1023","Adriana Pinto","F","21.0","Brazil","2000","Basketball","1"
"124431","Adriana Plaats","F","17.0","Netherlands","1988","Swimming","1"
"105049","Adriana Samuel","F","34.0","Brazil","2000","Beach Volleyball","2"
"1020","Adriana Santos","F","29.0","Brazil","2000","Basketball","2"
"36875","Adriano Frassinelli","M","28.0","Italy","1972","Bobsleigh","1"
"11417","Adrianus Bieshaar","M","21.0","Netherlands","1920","Football","1"
"14711","Adrianus Braspennincx","M","25.0","Netherlands","1928","Cycling","1"
"26196","Adrianus Jong","M","41.0","Netherlands","1924","Fencing","5"
"72781","Adrianus Maas","M","40.0","Netherlands","1948","Sailing","3"
"124783","Adrianus Merrienboer","M","25.0","Netherlands","1920","Archery","1"
"119543","Adrianus Theeuwes","M","34.0","Netherlands","1920","Archery","1"
"106724","Adrie Schenk","M","27.0","Netherlands","1972","Speed Skating","4"
"125054","Adrien Albert","M","21.0","France","1924","Military Ski Patrol","1"
"28727","Adrien Dipanda","M","28.0","France","2016","Handball","1"
"46009","Adrien Hardy","M","26.0","France","2004","Rowing","1"
"89365","Adrien Orban","M","24.0","Belgium","1906","Rowing","1"
"95417","Adrien Plavsic","M","22.0","Canada","1992","Ice Hockey","1"
"102357","Adrien Rommel","M","37.0","France","1952","Fencing","2"
"75468","Adrienne Martelli","F","24.0","USA","2012","Rowing","1"
"33736","Aeriwentha Faggs","F","24.0","USA","1956","Athletics","2"
"124746","Aernout Lennep","M","34.0","Netherlands","1932","Equestrianism","1"
"107948","Afanase Sciotnic","M","30.0","Romania","1972","Canoeing","2"
"65378","Afanasijs Kuzmins","M","41.0","Russia","1988","Shooting","1"
"65378","Afanasijs Kuzmins","M","45.0","Latvia","1992","Shooting","1"
"33535","Afonso vora","M","29.0","Brazil","1948","Basketball","1"
"24637","Afrnio Costa","M","28.0","Brazil","1920","Shooting","2"
"89466","Agafia Orlov-Buhaev-Constantin","F","29.0","Romania","1984","Canoeing","1"
"131745","Agata Wrbel","F","22.0","Poland","2004","Weightlifting","2"
"26601","Agathon Roos","M","17.0","Netherlands","1936","Hockey","1"
"13325","Ageeth Boomgaardt","F","31.0","Netherlands","2004","Hockey","2"
"39652","Agnes Geraghty","F","16.0","USA","1924","Swimming","1"
"89695","Agnes Osazuwa","F","19.0","Nigeria","2008","Athletics","1"
"3880","Agneta Andersson","F","35.0","Sweden","1996","Canoeing","7"
"18295","Agnete Carlsen","F","25.0","Norway","1996","Football","1"
"24572","Agnieszka Czopek","F","16.0","Poland","1980","Swimming","1"
"61721","Agnieszka Kobus","F","25.0","Poland","2016","Rowing","1"
"130297","Agnieszka Wieszczek-Kordus","F","25.0","Poland","2008","Wrestling","1"
"106","Agostino Abbagnale","M","34.0","Italy","2000","Rowing","3"
"115704","Agostino Straulino","M","42.0","Italy","1956","Sailing","2"
"38700","Agustina Garca","F","27.0","Argentina","2008","Hockey","3"
"105262","Agustn Agustina","M","23.0","Spain","1920","Football","1"
"77139","Agustn Mazzilli","M","27.0","Argentina","2016","Hockey","1"
"133999","Agustn Reyna","M","27.0","Mexico","1968","Boxing","1"
"608","Ahmad Abughaush","M","20.0","Jordan","2016","Taekwondo","1"
"2025","Ahmed Al-Maktoum","M","40.0","United Arab Emirates","2004","Shooting","1"
"16419","Ahmed Bunda","M","28.0","Pakistan","1960","Hockey","2"
"104592","Ahmed Houssein","M","31.0","Djibouti","1988","Athletics","1"
"59138","Ahmed Khan","M","23.0","India","1936","Hockey","1"
"31900","Ahmed Ouafi","M","29.0","France","1928","Athletics","1"
"52582","Ahmed Shamy","M","28.0","Egypt","2004","Boxing","1"
"6244","Ahmet Ayk","M","30.0","Turkey","1968","Wrestling","2"
"60688","Ahmet Kirei","M","33.0","Turkey","1948","Wrestling","2"
"59139","Ahsan Khan","M","20.0","India","1936","Hockey","1"
"37561","Ai Fukuhara","F","27.0","Japan","2016","Table Tennis","2"
"89968","Ai Otomo-Yamamoto","F","30.0","Japan","2012","Volleyball","1"
"109693","Ai Shibata","F","22.0","Japan","2004","Swimming","1"
"109215","Aida Shanayeva","F","26.0","Russia","2012","Fencing","2"
"33690","Aigars Fadejevs","M","24.0","Latvia","2000","Athletics","1"
"44914","Aika Hakoyama","F","25.0","Japan","2016","Synchronized Swimming","1"
"114658","Aikaterini Stefanidi","F","26.0","Greece","2016","Athletics","1"
"119503","Aikaterini Thanou","F","25.0","Greece","2000","Athletics","1"
"77993","Aileen Meagher","F","25.0","Canada","1936","Athletics","1"
"100797","Aileen Riggin","F","18.0","USA","1924","Diving","2"
"100797","Aileen Riggin","F","18.0","USA","1924","Swimming","1"
"44637","Aim Haegeman","M","38.0","Belgium","1900","Equestrianism","1"
"122360","Aimilia Tsoulfa","F","31.0","Greece","2004","Sailing","1"
"47236","Aimo-Rhys Heilmann","M","21.0","Germany","1996","Swimming","1"
"10372","Aina (-Brolin","F","22.0","Sweden","1924","Swimming","2"
"103975","Aino-Kaisa Saarinen","F","35.0","Finland","2014","Cross Country Skiing","5"
"63456","Ainrs Kovals","M","26.0","Latvia","2008","Athletics","1"
"33393","Aitor Castro","M","30.0","Spain","1996","Handball","1"
"67430","Aivars Lazdenieks","M","22.0","Russia","1976","Rowing","1"
"33424","Aja Evans","F","25.0","USA","2014","Bobsleigh","1"
"111000","Ajitpal Kular","M","25.0","India","1972","Hockey","2"
"19527","Ak'ak'i Chachua","M","30.0","Georgia","2000","Wrestling","1"
"56762","Akakios Kakiasvili","M","31.0","Greece","2000","Weightlifting","2"
"56762","Akakios Kakiasvili","M","23.0","Russia","1992","Weightlifting","1"
"46861","Akeem Haynes","M","24.0","Canada","2016","Athletics","1"
"51212","Akhtar Hussain","M","30.0","Pakistan","1956","Hockey","1"
"51212","Akhtar Hussain","M","21.0","India","1948","Hockey","1"
"99051","Akhtar Kamboh","M","22.0","Pakistan","1976","Hockey","2"
"52563","Akhtarul Akhtarul","M","25.0","Pakistan","1972","Hockey","1"
"57770","Aki Karvonen","M","26.0","Finland","1984","Cross Country Skiing","3"
"118001","Aki Takayama","F","22.0","Japan","1992","Synchronized Swimming","1"
"10373","Aki-Petteri Berg","M","28.0","Finland","2006","Ice Hockey","2"
"120726","Akihiro Togo","M","25.0","Japan","1992","Baseball","1"
"58204","Akiko Kawase","F","25.0","Japan","1996","Synchronized Swimming","1"
"53958","Akilles Jrvinen","M","26.0","Finland","1932","Athletics","2"
"89683","Akinobu Osako","M","27.0","Japan","1988","Judo","1"
"84381","Akinori Nakayama","M","29.0","Japan","1972","Gymnastics","10"
"57075","Akio Kaminaga","M","27.0","Japan","1964","Judo","1"
"112692","Akio Soda","M","23.0","Japan","1932","Hockey","1"
"62499","Akira Kono","M","27.0","Japan","1956","Gymnastics","1"
"64642","Akira Kudo","M","22.0","Japan","1976","Wrestling","1"
"65159","Akira Kuroiwa","M","26.0","Japan","1988","Speed Skating","1"
"89922","Akira Ota","M","31.0","Japan","1988","Wrestling","2"
"128872","Akito Watabe","M","25.0","Japan","2014","Nordic Combined","1"
"62493","Akitsugu Konno","M","27.0","Japan","1972","Ski Jumping","1"
"13144","Aksel Hansen","M","30.0","Denmark","1948","Rowing","1"
"45668","Aksel Hansen","M","24.0","Norway","1912","Gymnastics","1"
"113556","Aksel Srensen","M","20.0","Denmark","1912","Gymnastics","1"
"116997","Aksel Svindal","M","27.0","Norway","2010","Alpine Skiing","3"
"33160","Aku Eskelinen","M","25.0","Finland","1924","Military Ski Patrol","1"
"118376","Akzhurek Tanatarov","M","25.0","Kazakhstan","2012","Wrestling","1"
"118239","Al-Tahar Al-Tamsamani","M","20.0","Morocco","2000","Boxing","1"
"495","Alaaeldin Abouelkassem","M","21.0","Egypt","2012","Fencing","1"
"39726","Aladr Gerevich","M","50.0","Hungary","1960","Fencing","10"
"63424","Aladr Kovcsi","M","19.0","Hungary","1952","Modern Pentathlon","1"
"10674","Alain Bernard","M","29.0","France","2012","Swimming","4"
"13155","Alain Bondue","M","21.0","France","1980","Cycling","1"
"17495","Alain Calmat","M","23.0","France","1964","Figure Skating","1"
"80066","Alain Kacha","M","35.0","France","1956","Athletics","4"
"67611","Alain Lebas","M","26.0","France","1980","Canoeing","1"
"81010","Alain Moineau","M","20.0","France","1948","Cycling","1"
"82379","Alain Mosconi","M","19.0","France","1968","Swimming","1"
"96325","Alain Portes","M","30.0","France","1992","Handball","1"
"58895","Alajos Keser","M","27.0","Hungary","1932","Water Polo","2"
"117571","Alajos Szokoly","M","24.0","Hungary","1896","Athletics","1"
"7562","Alan Bannister","M","25.0","UK","1948","Cycling","1"
"8087","Alan Barrett","M","23.0","UK","1936","Rowing","1"
"17678","Alan Campbell","M","29.0","UK","2012","Rowing","1"
"20543","Alan Chesney","M","27.0","New Zealand","1976","Hockey","1"
"123958","Alan Chester","M","23.0","USA","1924","Rugby","1"
"36222","Alan Ford","M","24.0","USA","1948","Swimming","1"
"36297","Alan Forney","M","24.0","USA","1984","Rowing","1"
"42659","Alan Greene","M","24.0","USA","1936","Diving","1"
"42743","Alan Gregov","M","22.0","Croatia","1992","Basketball","1"
"43238","Alan Grover","M","24.0","Australia","1968","Rowing","1"
"47394","Alan Helffrich","M","23.0","USA","1924","Athletics","1"
"53086","Alan Jackson","M","23.0","UK","1956","Cycling","2"
"59493","Alan Khugayev","M","23.0","Russia","2012","Wrestling","1"
"77327","Alan McClatchey","M","19.0","UK","1976","Swimming","1"
"77640","Alan McIntyre","M","26.0","New Zealand","1976","Hockey","1"
"80196","Alan Minter","M","21.0","UK","1972","Boxing","1"
"82007","Alan Morgan","M","23.0","USA","1932","Sailing","1"
"82558","Alan Mouchawar","M","28.0","USA","1988","Water Polo","1"
"85593","Alan Newton","M","21.0","UK","1952","Cycling","1"
"86687","Alan Noble","M","23.0","UK","1908","Hockey","1"
"91875","Alan Pascoe","M","24.0","UK","1972","Athletics","1"
"119875","Alan Thompson","M","25.0","New Zealand","1984","Canoeing","2"
"122170","Alan Tsagaev","M","23.0","Bulgaria","2000","Weightlifting","1"
"128789","Alan Warren","M","36.0","UK","1972","Sailing","1"
"128832","Alan Washbond","M","36.0","USA","1936","Bobsleigh","1"
"130544","Alan Williams","M","30.0","USA","1924","Rugby","1"
"12048","Alana Blahoski","F","23.0","USA","1998","Ice Hockey","1"
"63818","Alanna Kraus","F","28.0","Canada","2006","Short Track Speed Skating","2"
"41792","Alastair Gordon","M","23.0","Australia","2000","Rowing","1"
"47000","Alastair Heathcote","M","30.0","UK","2008","Rowing","1"
"77391","Alastair McCorquodale","M","22.0","UK","1948","Athletics","1"
"17146","Alba Rodilla","F","26.0","Spain","2012","Synchronized Swimming","2"
"121237","Alba Salom","F","26.0","Spain","2016","Basketball","1"
"93116","Albano Pera","M","46.0","Italy","1996","Shooting","1"
"52349","Albert Albert","M","28.0","UK","1908","Tug-Of-War","1"
"3883","Albert Andersson","M","17.0","Sweden","1920","Gymnastics","1"
"5214","Albert Arnheiter","M","21.0","Germany","1912","Rowing","1"
"6173","Albert Axelrod","M","39.0","USA","1960","Fencing","1"
"6211","Albert Ayat","M","25.0","France","1900","Fencing","2"
"6300","Albert Azaryan","M","31.0","Russia","1960","Gymnastics","4"
"6549","Albert Bachmann","M","29.0","Switzerland","1936","Gymnastics","2"
"127470","Albert Bernard","M","44.0","Netherlands","2000","Equestrianism","1"
"11076","Albert Betts","M","24.0","UK","1912","Gymnastics","1"
"12719","Albert Bgathy","M","30.0","Austria","1912","Fencing","1"
"25989","Albert Bunn","M","24.0","Belgium","1920","Cycling","1"
"18893","Albert Casteleyns","M","19.0","Belgium","1936","Water Polo","1"
"19661","Albert Champoudry","M","20.0","France","1900","Athletics","1"
"101513","Albert Comas","M","26.0","Spain","2008","Handball","1"
"23465","Albert Courquin","M","49.0","France","1924","Shooting","2"
"26888","Albert Deborgies","M","21.0","France","1924","Water Polo","1"
"26901","Albert Decaris","M","47.0","France","1948","Art Competitions","1"
"27442","Albert Demchenko","M","42.0","Russia","2014","Luge","3"
"125069","Albert Dsir","M","17.0","France","1928","Water Polo","1"
"30635","Albert Duncanson","M","20.0","Canada","1932","Ice Hockey","1"
"30749","Albert Dupouy","M","23.0","France","1924","Rugby","1"
"30804","Albert Durant","M","31.0","Belgium","1924","Water Polo","3"
"34299","Albert Fauvel","M","38.0","France","1920","Archery","3"
"39794","Albert Geromini","M","31.0","Switzerland","1928","Ice Hockey","1"
"40220","Albert Giger","M","25.0","Switzerland","1972","Cross Country Skiing","1"
"40668","Albert Gladstone","M","21.0","UK","1908","Rowing","1"
"43017","Albert Grisar","M","49.0","Belgium","1920","Sailing","1"
"44210","Albert Gutterson","M","24.0","USA","1912","Athletics","1"
"125862","Albert H.","M","36.0","USA","1904","Lacrosse","1"
"47072","Albert Hedderich","M","26.0","Germany","1984","Rowing","1"
"47399","Albert Helgerud","M","43.0","Norway","1920","Shooting","7"
"47586","Albert Henderson","M","22.0","Canada","1904","Football","1"
"48206","Albert Hersoy","M","24.0","France","1920","Gymnastics","1"
"48556","Albert Hill","M","29.0","UK","1956","Equestrianism","1"
"48552","Albert Hill","M","31.0","UK","1920","Athletics","3"
"124114","Albert Ivanovych","M","22.0","Russia","1960","Basketball","1"
"55499","Albert Johnston","M","24.0","Canada","1904","Football","1"
"58665","Albert Kempster","M","37.0","UK","1912","Shooting","2"
"64400","Albert Krushel","M","22.0","USA","1912","Cycling","1"
"65251","Albert Kusnets","M","25.0","Estonia","1928","Wrestling","1"
"66137","Albert Lambert","M","28.0","USA","1904","Golf","1"
"67307","Albert Lawrence","M","23.0","Jamaica","1984","Athletics","1"
"70368","Albert Linton","M","24.0","Canada","1904","Football","1"
"35012","Albert Llopis","M","22.0","Spain","1992","Football","1"
"73230","Albert Madrin","M","46.0","Switzerland","1952","Bobsleigh","1"
"72435","Albert Martos","M","22.0","Spain","2000","Football","1"
"76958","Albert Mayaud","M","25.0","France","1924","Water Polo","1"
"77264","Albert McCaffrey","M","29.0","Canada","1924","Ice Hockey","1"
"81051","Albert Mokeyev","M","28.0","Russia","1964","Modern Pentathlon","2"
"104579","Albert Moreno","M","27.0","Spain","2008","Hockey","1"
"84637","Albert Nasse","M","25.0","USA","1904","Rowing","1"
"88635","Albert Oldman","M","24.0","UK","1908","Boxing","1"
"90670","Albert Pakeyev","M","28.0","Russia","1996","Boxing","1"
"99943","Albert Renaud","M","27.0","Canada","1948","Ice Hockey","1"
"101407","Albert Robinson","M","21.0","USA","1968","Boxing","1"
"26599","Albert Roocker","M","20.0","Belgium","1924","Fencing","1"
"102737","Albert Rossi","M","21.0","USA","1952","Rowing","1"
"103375","Albert Ruimschotel","M","26.0","Netherlands","1948","Water Polo","1"
"103649","Albert Rust","M","30.0","France","1984","Football","1"
"105802","Albert Saritov","M","31.0","Romania","2016","Wrestling","1"
"107843","Albert Schwartz","M","24.0","USA","1932","Swimming","1"
"108269","Albert Sguin","M","33.0","France","1924","Gymnastics","3"
"117827","Albert Taillandier","M","21.0","France","1900","Cycling","1"
"119794","Albert Thomas","M","19.0","UK","1908","Boxing","1"
"119623","Albert Thvenon","M","26.0","France","1928","Water Polo","1"
"121840","Albert Tresling","M","19.0","Netherlands","1928","Hockey","1"
"122937","Albert Tyler","M","24.0","USA","1896","Athletics","1"
"125050","Albert Weghe","M","20.0","USA","1936","Swimming","1"
"129344","Albert Weil","M","39.0","France","1920","Sailing","1"
"129975","Albert White","M","28.0","USA","1924","Diving","2"
"130087","Albert Whittall","M","26.0","UK","1906","Football","1"
"131925","Albert Wyckmans","M","22.0","Belgium","1920","Cycling","1"
"133185","Albert Young","M","26.0","USA","1904","Boxing","1"
"79261","Albert Ze","M","19.0","Cameroon","2000","Football","1"
